"longitude","latitude","temperature","ndvi","valid_observations"
-119.828493,34.426294,100.04,0.144,2
-119.845973,34.425981,101.42,0.405,2
-119.845661,34.425981,102.36,0.425,2
-119.845348,34.425981,103.78,0.389,2
-119.845036,34.425981,104.98,0.32,2
-119.844724,34.425981,106.19,0.292,2
-119.844412,34.425981,107.35,0.312,2
-119.8441,34.425981,108.31,0.344,2
-119.843788,34.425981,109.2,0.359,2
-119.843476,34.425981,109.72,0.361,2
-119.843163,34.425981,109.89,0.363,2
-119.842851,34.425981,110.03,0.353,2
-119.842539,34.425981,110.14,0.329,2
-119.842227,34.425981,110.27,0.329,2
-119.841915,34.425981,110.41,0.331,2
-119.841603,34.425981,110.49,0.308,2
-119.841291,34.425981,110.46,0.21,2
-119.840978,34.425981,110.06,0.252,2
-119.840666,34.425981,109.55,0.325,2
-119.840354,34.425981,109.06,0.19,2
-119.840042,34.425981,108.85,0.164,2
-119.83973,34.425981,109.1,0.271,2
-119.839418,34.425981,109.21,0.283,2
-119.839106,34.425981,108.93,0.227,2
-119.838793,34.425981,108.72,0.213,2
-119.838481,34.425981,108.03,0.207,2
-119.838169,34.425981,107.06,0.129,2
-119.837857,34.425981,106.27,0.046,2
-119.837545,34.425981,105.61,0.018,2
-119.837233,34.425981,105.03,0.02,2
-119.836921,34.425981,104.68,0.027,2
-119.836608,34.425981,104.72,0.053,2
-119.836296,34.425981,105.14,0.133,2
-119.835984,34.425981,105.56,0.211,2
-119.835672,34.425981,105.75,0.221,2
-119.83536,34.425981,106.03,0.251,2
-119.835048,34.425981,106.18,0.152,2
-119.834736,34.425981,105.77,0.125,2
-119.834423,34.425981,105.92,0.137,2
-119.834111,34.425981,105.86,0.115,2
-119.833799,34.425981,105.58,0.093,2
-119.833487,34.425981,104.96,0.105,2
-119.833175,34.425981,104.22,0.129,2
-119.832863,34.425981,103.68,0.177,2
-119.832551,34.425981,103.05,0.224,2
-119.832238,34.425981,102.37,0.258,2
-119.831926,34.425981,101.56,0.297,2
-119.831614,34.425981,100.7,0.33,2
-119.831302,34.425981,100.09,0.327,2
-119.83099,34.425981,100.02,0.271,2
-119.830678,34.425981,100.4,0.232,2
-119.830366,34.425981,100.86,0.225,2
-119.830053,34.425981,100.91,0.187,2
-119.829741,34.425981,100.39,0.134,2
-119.829429,34.425981,99.63,0.152,2
-119.829117,34.425981,99.25,0.28,2
-119.828805,34.425981,99.87,0.351,2
-119.828493,34.425981,100.7,0.171,2
-119.849406,34.425669,99.9,0.189,2
-119.849094,34.425669,100.22,0.149,2
-119.848782,34.425669,100.42,0.16,2
-119.84847,34.425669,100.08,0.233,2
-119.848158,34.425669,99.86,0.304,2
-119.847846,34.425669,99.71,0.421,2
-119.847533,34.425669,99.36,0.472,2
-119.847221,34.425669,98.89,0.436,2
-119.846909,34.425669,98.4,0.437,2
-119.846597,34.425669,98.07,0.472,2
-119.846285,34.425669,97.97,0.496,2
-119.845973,34.425669,98.62,0.472,2
-119.845661,34.425669,99.74,0.448,2
-119.845348,34.425669,101.23,0.438,2
-119.845036,34.425669,102.59,0.402,2
-119.844724,34.425669,104,0.343,2
-119.844412,34.425669,105.53,0.315,2
-119.8441,34.425669,106.97,0.326,2
-119.843788,34.425669,108.22,0.347,2
-119.843476,34.425669,108.95,0.359,2
-119.843163,34.425669,109.56,0.357,2
-119.842851,34.425669,110.27,0.35,2
-119.842539,34.425669,110.6,0.324,2
-119.842227,34.425669,110.93,0.318,2
-119.841915,34.425669,111.18,0.323,2
-119.841603,34.425669,111.29,0.317,2
-119.841291,34.425669,111.19,0.269,2
-119.840978,34.425669,110.42,0.223,2
-119.840666,34.425669,109.77,0.307,2
-119.840354,34.425669,109.23,0.248,2
-119.840042,34.425669,108.98,0.142,2
-119.83973,34.425669,109.1,0.246,2
-119.839418,34.425669,109.21,0.281,2
-119.839106,34.425669,108.95,0.253,2
-119.838793,34.425669,108.57,0.203,2
-119.838481,34.425669,107.83,0.211,2
-119.838169,34.425669,106.84,0.164,2
-119.837857,34.425669,106.05,0.068,2
-119.837545,34.425669,105.3,0.021,2
-119.837233,34.425669,104.5,0.017,2
-119.836921,34.425669,103.98,0.029,2
-119.836608,34.425669,103.9,0.091,2
-119.836296,34.425669,104.25,0.185,2
-119.835984,34.425669,104.63,0.188,2
-119.835672,34.425669,104.64,0.218,2
-119.83536,34.425669,104.5,0.305,2
-119.835048,34.425669,104.28,0.252,2
-119.834736,34.425669,103.31,0.16,2
-119.834423,34.425669,103.18,0.153,2
-119.834111,34.425669,102.97,0.124,2
-119.833799,34.425669,102.81,0.161,2
-119.833487,34.425669,102.21,0.224,2
-119.833175,34.425669,101.4,0.274,2
-119.832863,34.425669,100.7,0.34,2
-119.832551,34.425669,99.98,0.337,2
-119.832238,34.425669,99.37,0.351,2
-119.831926,34.425669,98.87,0.39,2
-119.831614,34.425669,98.4,0.405,2
-119.831302,34.425669,98.12,0.365,2
-119.83099,34.425669,98.26,0.282,2
-119.830678,34.425669,98.77,0.206,2
-119.830366,34.425669,99.28,0.253,2
-119.830053,34.425669,99.37,0.31,2
-119.829741,34.425669,99.01,0.216,2
-119.829429,34.425669,98.57,0.142,2
-119.829117,34.425669,98.58,0.258,2
-119.828805,34.425669,99.61,0.387,2
-119.828493,34.425669,100.8,0.23,2
-119.853152,34.425357,97.19,0.381,2
-119.85284,34.425357,96.75,0.386,2
-119.852528,34.425357,96.34,0.384,2
-119.852215,34.425357,96.17,0.376,2
-119.851903,34.425357,96.02,0.362,2
-119.851591,34.425357,95.93,0.359,2
-119.851279,34.425357,95.96,0.387,2
-119.850967,34.425357,96.14,0.397,2
-119.850655,34.425357,96.43,0.333,2
-119.850343,34.425357,96.66,0.28,2
-119.850031,34.425357,96.9,0.348,2
-119.849718,34.425357,97.22,0.422,2
-119.849406,34.425357,97.87,0.27,2
-119.849094,34.425357,98.01,0.213,2
-119.848782,34.425357,98.15,0.281,2
-119.84847,34.425357,97.86,0.384,2
-119.848158,34.425357,97.73,0.289,2
-119.847846,34.425357,97.87,0.368,2
-119.847533,34.425357,97.75,0.404,2
-119.847221,34.425357,97.42,0.427,2
-119.846909,34.425357,96.93,0.454,2
-119.846597,34.425357,96.49,0.483,2
-119.846285,34.425357,96.23,0.455,2
-119.845973,34.425357,96.56,0.344,2
-119.845661,34.425357,97.4,0.226,2
-119.845348,34.425357,98.7,0.216,2
-119.845036,34.425357,100.03,0.303,2
-119.844724,34.425357,101.5,0.373,2
-119.844412,34.425357,103.31,0.362,2
-119.8441,34.425357,105.13,0.323,2
-119.843788,34.425357,106.77,0.334,2
-119.843476,34.425357,107.91,0.355,2
-119.843163,34.425357,108.92,0.36,2
-119.842851,34.425357,109.96,0.347,2
-119.842539,34.425357,110.54,0.321,2
-119.842227,34.425357,111.09,0.325,2
-119.841915,34.425357,111.54,0.322,2
-119.841603,34.425357,111.69,0.309,2
-119.841291,34.425357,111.59,0.282,2
-119.840978,34.425357,110.76,0.202,2
-119.840666,34.425357,110.09,0.278,2
-119.840354,34.425357,109.57,0.28,2
-119.840042,34.425357,109.31,0.15,2
-119.83973,34.425357,109.33,0.214,2
-119.839418,34.425357,109.36,0.269,2
-119.839106,34.425357,109.33,0.263,2
-119.838793,34.425357,108.91,0.2,2
-119.838481,34.425357,108.1,0.211,2
-119.838169,34.425357,107.09,0.195,2
-119.837857,34.425357,106.16,0.101,2
-119.837545,34.425357,105.25,0.033,2
-119.837233,34.425357,104.29,0.015,2
-119.836921,34.425357,103.63,0.031,2
-119.836608,34.425357,103.39,0.096,2
-119.836296,34.425357,103.49,0.17,2
-119.835984,34.425357,103.48,0.157,2
-119.835672,34.425357,103.05,0.183,2
-119.83536,34.425357,102.38,0.258,2
-119.835048,34.425357,101.57,0.357,2
-119.834736,34.425357,100.06,0.46,2
-119.834423,34.425357,99.69,0.369,2
-119.834111,34.425357,99.42,0.253,2
-119.833799,34.425357,99.4,0.29,2
-119.833487,34.425357,99.11,0.376,2
-119.833175,34.425357,98.59,0.507,2
-119.832863,34.425357,98.11,0.602,2
-119.832551,34.425357,97.48,0.468,2
-119.832238,34.425357,96.89,0.386,2
-119.831926,34.425357,96.46,0.383,2
-119.831614,34.425357,96.21,0.376,2
-119.831302,34.425357,96.22,0.355,2
-119.83099,34.425357,96.61,0.295,2
-119.830678,34.425357,97.2,0.222,2
-119.830366,34.425357,97.6,0.291,2
-119.830053,34.425357,97.53,0.437,2
-119.829741,34.425357,97.07,0.427,2
-119.829429,34.425357,96.73,0.353,2
-119.829117,34.425357,97.08,0.427,2
-119.828805,34.425357,98.63,0.512,2
-119.828493,34.425357,100.22,0.27,2
-119.855649,34.425045,94.29,0.529,2
-119.855337,34.425045,95.26,0.423,2
-119.855025,34.425045,96.19,0.405,2
-119.854713,34.425045,96.87,0.366,2
-119.8544,34.425045,97.28,0.362,2
-119.854088,34.425045,97.33,0.408,2
-119.853776,34.425045,97.03,0.443,2
-119.853464,34.425045,96.47,0.459,2
-119.853152,34.425045,96.18,0.426,2
-119.85284,34.425045,95.88,0.405,2
-119.852528,34.425045,95.59,0.406,2
-119.852215,34.425045,95.42,0.409,2
-119.851903,34.425045,95.2,0.401,2
-119.851591,34.425045,94.99,0.4,2
-119.851279,34.425045,94.94,0.415,2
-119.850967,34.425045,94.97,0.423,2
-119.850655,34.425045,95.1,0.417,2
-119.850343,34.425045,95.16,0.437,2
-119.850031,34.425045,95.22,0.522,2
-119.849718,34.425045,95.23,0.572,2
-119.849406,34.425045,95.32,0.392,2
-119.849094,34.425045,95.39,0.298,2
-119.848782,34.425045,95.57,0.469,2
-119.84847,34.425045,95.47,0.497,2
-119.848158,34.425045,95.67,0.413,2
-119.847846,34.425045,96.33,0.378,2
-119.847533,34.425045,96.79,0.399,2
-119.847221,34.425045,96.79,0.428,2
-119.846909,34.425045,96.42,0.44,2
-119.846597,34.425045,95.9,0.427,2
-119.846285,34.425045,95.47,0.403,2
-119.845973,34.425045,95.46,0.321,2
-119.845661,34.425045,95.88,0.203,2
-119.845348,34.425045,96.79,0.141,2
-119.845036,34.425045,98.01,0.171,2
-119.844724,34.425045,99.5,0.291,2
-119.844412,34.425045,101.38,0.399,2
-119.8441,34.425045,103.21,0.378,2
-119.843788,34.425045,104.82,0.333,2
-119.843476,34.425045,106.28,0.334,2
-119.843163,34.425045,107.64,0.353,2
-119.842851,34.425045,109.16,0.347,2
-119.842539,34.425045,110.04,0.321,2
-119.842227,34.425045,110.79,0.321,2
-119.841915,34.425045,111.39,0.306,2
-119.841603,34.425045,111.68,0.296,2
-119.841291,34.425045,111.63,0.28,2
-119.840978,34.425045,111.07,0.212,2
-119.840666,34.425045,110.44,0.264,2
-119.840354,34.425045,109.95,0.286,2
-119.840042,34.425045,109.55,0.165,2
-119.83973,34.425045,109.43,0.173,2
-119.839418,34.425045,109.37,0.248,2
-119.839106,34.425045,109.45,0.272,2
-119.838793,34.425045,109.15,0.215,2
-119.838481,34.425045,108.43,0.204,2
-119.838169,34.425045,107.47,0.214,2
-119.837857,34.425045,106.48,0.144,2
-119.837545,34.425045,105.43,0.051,2
-119.837233,34.425045,104.34,0.022,2
-119.836921,34.425045,103.54,0.036,2
-119.836608,34.425045,103.12,0.078,2
-119.836296,34.425045,102.97,0.148,2
-119.835984,34.425045,102.64,0.229,2
-119.835672,34.425045,101.77,0.155,2
-119.83536,34.425045,100.65,0.21,2
-119.835048,34.425045,99.37,0.435,2
-119.834736,34.425045,97.38,0.653,2
-119.834423,34.425045,96.56,0.524,2
-119.834111,34.425045,95.97,0.406,2
-119.833799,34.425045,96.11,0.427,2
-119.833487,34.425045,96.18,0.492,2
-119.833175,34.425045,96.23,0.559,2
-119.832863,34.425045,96.11,0.561,2
-119.832551,34.425045,95.72,0.469,2
-119.832238,34.425045,95.2,0.405,2
-119.831926,34.425045,94.73,0.375,2
-119.831614,34.425045,94.49,0.347,2
-119.831302,34.425045,94.61,0.325,2
-119.83099,34.425045,94.91,0.282,2
-119.830678,34.425045,95.3,0.243,2
-119.830366,34.425045,95.58,0.323,2
-119.830053,34.425045,95.48,0.483,2
-119.829741,34.425045,95.14,0.577,2
-119.829429,34.425045,94.76,0.608,2
-119.829117,34.425045,95.21,0.595,2
-119.828805,34.425045,96.84,0.536,2
-119.828493,34.425045,98.91,0.323,2
-119.857522,34.424733,92.51,0.575,2
-119.85721,34.424733,92.93,0.516,2
-119.856898,34.424733,93.04,0.453,2
-119.856585,34.424733,93.14,0.393,2
-119.856273,34.424733,93.09,0.49,2
-119.855961,34.424733,93.22,0.563,2
-119.855649,34.424733,93.86,0.56,2
-119.855337,34.424733,94.72,0.435,2
-119.855025,34.424733,95.63,0.413,2
-119.854713,34.424733,96.4,0.373,2
-119.8544,34.424733,96.91,0.357,2
-119.854088,34.424733,97.08,0.38,2
-119.853776,34.424733,96.75,0.411,2
-119.853464,34.424733,96.04,0.455,2
-119.853152,34.424733,95.33,0.473,2
-119.85284,34.424733,94.85,0.456,2
-119.852528,34.424733,94.6,0.439,2
-119.852215,34.424733,94.45,0.432,2
-119.851903,34.424733,94.33,0.436,2
-119.851591,34.424733,94.25,0.44,2
-119.851279,34.424733,94.16,0.419,2
-119.850967,34.424733,94.08,0.395,2
-119.850655,34.424733,94.02,0.381,2
-119.850343,34.424733,93.99,0.43,2
-119.850031,34.424733,93.99,0.479,2
-119.849718,34.424733,93.8,0.525,2
-119.849406,34.424733,93.82,0.42,2
-119.849094,34.424733,93.83,0.339,2
-119.848782,34.424733,94.06,0.446,2
-119.84847,34.424733,94.04,0.524,2
-119.848158,34.424733,94.47,0.441,2
-119.847846,34.424733,95.62,0.388,2
-119.847533,34.424733,96.43,0.387,2
-119.847221,34.424733,96.6,0.348,2
-119.846909,34.424733,96.29,0.366,2
-119.846597,34.424733,95.75,0.374,2
-119.846285,34.424733,95.24,0.368,2
-119.845973,34.424733,94.97,0.372,2
-119.845661,34.424733,95.01,0.349,2
-119.845348,34.424733,95.5,0.318,2
-119.845036,34.424733,96.52,0.324,2
-119.844724,34.424733,98,0.358,2
-119.844412,34.424733,99.83,0.398,2
-119.8441,34.424733,101.53,0.423,2
-119.843788,34.424733,102.89,0.405,2
-119.843476,34.424733,104.47,0.334,2
-119.843163,34.424733,106.06,0.349,2
-119.842851,34.424733,107.99,0.349,2
-119.842539,34.424733,109.18,0.322,2
-119.842227,34.424733,110.2,0.316,2
-119.841915,34.424733,111.01,0.321,2
-119.841603,34.424733,111.46,0.313,2
-119.841291,34.424733,111.47,0.309,2
-119.840978,34.424733,111.14,0.253,2
-119.840666,34.424733,110.59,0.26,2
-119.840354,34.424733,110.11,0.296,2
-119.840042,34.424733,109.84,0.223,2
-119.83973,34.424733,109.65,0.154,2
-119.839418,34.424733,109.55,0.226,2
-119.839106,34.424733,109.55,0.277,2
-119.838793,34.424733,109.38,0.251,2
-119.838481,34.424733,108.82,0.203,2
-119.838169,34.424733,108.14,0.198,2
-119.837857,34.424733,107.21,0.165,2
-119.837545,34.424733,105.9,0.072,2
-119.837233,34.424733,104.71,0.048,2
-119.836921,34.424733,103.77,0.057,2
-119.836608,34.424733,103.16,0.078,2
-119.836296,34.424733,102.76,0.137,2
-119.835984,34.424733,102.16,0.196,2
-119.835672,34.424733,100.82,0.144,2
-119.83536,34.424733,99.47,0.176,2
-119.835048,34.424733,97.96,0.401,2
-119.834736,34.424733,95.75,0.679,2
-119.834423,34.424733,94.56,0.59,2
-119.834111,34.424733,93.68,0.452,2
-119.833799,34.424733,93.96,0.474,2
-119.833487,34.424733,94.4,0.525,2
-119.833175,34.424733,94.96,0.433,2
-119.832863,34.424733,95.02,0.335,2
-119.832551,34.424733,94.64,0.307,2
-119.832238,34.424733,93.94,0.273,2
-119.831926,34.424733,93.26,0.248,2
-119.831614,34.424733,92.93,0.245,2
-119.831302,34.424733,93.12,0.263,2
-119.83099,34.424733,93.47,0.277,2
-119.830678,34.424733,93.84,0.272,2
-119.830366,34.424733,94.16,0.337,2
-119.830053,34.424733,94.07,0.488,2
-119.829741,34.424733,93.86,0.571,2
-119.829429,34.424733,93.5,0.609,2
-119.829117,34.424733,93.96,0.609,2
-119.828805,34.424733,95.42,0.522,2
-119.828493,34.424733,97.09,0.424,2
-119.860331,34.424421,98.55,0.292,2
-119.860019,34.424421,98.21,0.263,2
-119.859707,34.424421,97.2,0.291,2
-119.859395,34.424421,96.07,0.325,2
-119.859083,34.424421,94.65,0.412,2
-119.85877,34.424421,93.31,0.526,2
-119.858458,34.424421,92.23,0.58,2
-119.858146,34.424421,91.77,0.552,2
-119.857834,34.424421,91.97,0.531,2
-119.857522,34.424421,92.37,0.533,2
-119.85721,34.424421,92.71,0.5,2
-119.856898,34.424421,92.73,0.472,2
-119.856585,34.424421,92.63,0.421,2
-119.856273,34.424421,92.58,0.451,2
-119.855961,34.424421,92.7,0.613,2
-119.855649,34.424421,93.18,0.647,2
-119.855337,34.424421,93.82,0.505,2
-119.855025,34.424421,94.76,0.43,2
-119.854713,34.424421,95.78,0.387,2
-119.8544,34.424421,96.56,0.385,2
-119.854088,34.424421,96.79,0.394,2
-119.853776,34.424421,96.47,0.395,2
-119.853464,34.424421,95.7,0.423,2
-119.853152,34.424421,94.89,0.467,2
-119.85284,34.424421,94.44,0.482,2
-119.852528,34.424421,94.3,0.472,2
-119.852215,34.424421,94.22,0.461,2
-119.851903,34.424421,94.16,0.446,2
-119.851591,34.424421,94.11,0.439,2
-119.851279,34.424421,94.05,0.442,2
-119.850967,34.424421,93.97,0.435,2
-119.850655,34.424421,93.86,0.421,2
-119.850343,34.424421,93.73,0.415,2
-119.850031,34.424421,93.6,0.423,2
-119.849718,34.424421,93.29,0.446,2
-119.849406,34.424421,93.19,0.426,2
-119.849094,34.424421,93.1,0.419,2
-119.848782,34.424421,93.29,0.469,2
-119.84847,34.424421,93.34,0.48,2
-119.848158,34.424421,93.88,0.384,2
-119.847846,34.424421,95.13,0.392,2
-119.847533,34.424421,96.04,0.345,2
-119.847221,34.424421,96.29,0.26,2
-119.846909,34.424421,96.07,0.296,2
-119.846597,34.424421,95.65,0.354,2
-119.846285,34.424421,95.18,0.371,2
-119.845973,34.424421,94.83,0.403,2
-119.845661,34.424421,94.62,0.447,2
-119.845348,34.424421,94.72,0.468,2
-119.845036,34.424421,95.37,0.447,2
-119.844724,34.424421,96.63,0.381,2
-119.844412,34.424421,98.34,0.346,2
-119.8441,34.424421,99.88,0.395,2
-119.843788,34.424421,101.04,0.466,2
-119.843476,34.424421,102.53,0.432,2
-119.843163,34.424421,104.13,0.367,2
-119.842851,34.424421,106.16,0.334,2
-119.842539,34.424421,107.52,0.305,2
-119.842227,34.424421,108.79,0.332,2
-119.841915,34.424421,109.91,0.341,2
-119.841603,34.424421,110.59,0.315,2
-119.841291,34.424421,110.8,0.267,2
-119.840978,34.424421,110.76,0.217,2
-119.840666,34.424421,110.43,0.227,2
-119.840354,34.424421,109.96,0.285,2
-119.840042,34.424421,109.59,0.268,2
-119.83973,34.424421,109.3,0.17,2
-119.839418,34.424421,109.24,0.205,2
-119.839106,34.424421,109.49,0.269,2
-119.838793,34.424421,109.56,0.272,2
-119.838481,34.424421,109.08,0.221,2
-119.838169,34.424421,108.41,0.194,2
-119.837857,34.424421,107.56,0.179,2
-119.837545,34.424421,106.28,0.093,2
-119.837233,34.424421,105.02,0.043,2
-119.836921,34.424421,103.97,0.03,2
-119.836608,34.424421,103.16,0.057,2
-119.836296,34.424421,102.51,0.126,2
-119.835984,34.424421,101.75,0.214,2
-119.835672,34.424421,100.29,0.182,2
-119.83536,34.424421,98.91,0.179,2
-119.835048,34.424421,97.4,0.519,2
-119.834736,34.424421,95.08,0.788,2
-119.834423,34.424421,93.69,0.609,2
-119.834111,34.424421,92.71,0.476,2
-119.833799,34.424421,93.11,0.479,2
-119.833487,34.424421,93.95,0.464,2
-119.833175,34.424421,94.85,0.319,2
-119.832863,34.424421,94.97,0.156,2
-119.832551,34.424421,94.33,0.11,2
-119.832238,34.424421,93.24,0.119,2
-119.831926,34.424421,91.09,0.113,2
-119.831614,34.424421,89.74,0.111,2
-119.831302,34.424421,91.07,0.183,2
-119.83099,34.424421,92.66,0.272,2
-119.830678,34.424421,92.99,0.281,2
-119.830366,34.424421,93.28,0.338,2
-119.830053,34.424421,93.2,0.492,2
-119.829741,34.424421,93.16,0.546,2
-119.829429,34.424421,92.98,0.56,2
-119.829117,34.424421,93.47,0.562,2
-119.828805,34.424421,94.67,0.565,2
-119.828493,34.424421,95.97,0.48,2
-119.864077,34.424109,99.11,0.454,2
-119.863765,34.424109,97.8,0.572,2
-119.863453,34.424109,96.42,0.708,2
-119.86314,34.424109,95.52,0.662,2
-119.862828,34.424109,95.09,0.553,2
-119.862516,34.424109,95.44,0.475,2
-119.862204,34.424109,96.01,0.419,2
-119.861892,34.424109,96.41,0.406,2
-119.86158,34.424109,96.56,0.421,2
-119.861268,34.424109,96.59,0.436,2
-119.860955,34.424109,96.81,0.456,2
-119.860643,34.424109,97.06,0.45,2
-119.860331,34.424109,97.25,0.44,2
-119.860019,34.424109,96.91,0.393,2
-119.859707,34.424109,96.2,0.308,2
-119.859395,34.424109,95.55,0.29,2
-119.859083,34.424109,94.5,0.348,2
-119.85877,34.424109,93.4,0.455,2
-119.858458,34.424109,92.5,0.526,2
-119.858146,34.424109,92.19,0.51,2
-119.857834,34.424109,92.26,0.505,2
-119.857522,34.424109,92.38,0.493,2
-119.85721,34.424109,92.5,0.473,2
-119.856898,34.424109,92.5,0.462,2
-119.856585,34.424109,92.43,0.47,2
-119.856273,34.424109,92.32,0.502,2
-119.855961,34.424109,92.16,0.655,2
-119.855649,34.424109,92.32,0.721,2
-119.855337,34.424109,92.76,0.547,2
-119.855025,34.424109,93.74,0.451,2
-119.854713,34.424109,94.95,0.398,2
-119.8544,34.424109,95.93,0.378,2
-119.854088,34.424109,96.29,0.378,2
-119.853776,34.424109,96.08,0.377,2
-119.853464,34.424109,95.49,0.395,2
-119.853152,34.424109,94.94,0.428,2
-119.85284,34.424109,94.72,0.43,2
-119.852528,34.424109,94.72,0.42,2
-119.852215,34.424109,94.8,0.417,2
-119.851903,34.424109,94.86,0.395,2
-119.851591,34.424109,94.9,0.395,2
-119.851279,34.424109,94.9,0.389,2
-119.850967,34.424109,94.84,0.353,2
-119.850655,34.424109,94.69,0.368,2
-119.850343,34.424109,94.49,0.412,2
-119.850031,34.424109,94.2,0.42,2
-119.849718,34.424109,93.6,0.405,2
-119.849406,34.424109,93.32,0.346,2
-119.849094,34.424109,93.09,0.398,2
-119.848782,34.424109,93.18,0.482,2
-119.84847,34.424109,93.34,0.478,2
-119.848158,34.424109,93.68,0.413,2
-119.847846,34.424109,94.72,0.417,2
-119.847533,34.424109,95.63,0.379,2
-119.847221,34.424109,96.09,0.314,2
-119.846909,34.424109,96.14,0.311,2
-119.846597,34.424109,95.92,0.366,2
-119.846285,34.424109,95.53,0.401,2
-119.845973,34.424109,95.11,0.422,2
-119.845661,34.424109,94.74,0.455,2
-119.845348,34.424109,94.5,0.468,2
-119.845036,34.424109,94.69,0.436,2
-119.844724,34.424109,95.61,0.359,2
-119.844412,34.424109,96.94,0.288,2
-119.8441,34.424109,98.11,0.317,2
-119.843788,34.424109,98.93,0.394,2
-119.843476,34.424109,100.11,0.449,2
-119.843163,34.424109,101.46,0.438,2
-119.842851,34.424109,103.37,0.365,2
-119.842539,34.424109,104.79,0.289,2
-119.842227,34.424109,106.25,0.262,2
-119.841915,34.424109,107.63,0.299,2
-119.841603,34.424109,108.82,0.294,2
-119.841291,34.424109,109.56,0.29,2
-119.840978,34.424109,110.11,0.256,2
-119.840666,34.424109,110.09,0.206,2
-119.840354,34.424109,109.7,0.264,2
-119.840042,34.424109,109.17,0.305,2
-119.83973,34.424109,108.84,0.198,2
-119.839418,34.424109,108.9,0.184,2
-119.839106,34.424109,109.35,0.25,2
-119.838793,34.424109,109.63,0.279,2
-119.838481,34.424109,109.28,0.238,2
-119.838169,34.424109,108.68,0.211,2
-119.837857,34.424109,107.93,0.217,2
-119.837545,34.424109,106.71,0.129,2
-119.837233,34.424109,105.46,0.053,2
-119.836921,34.424109,104.29,0.014,2
-119.836608,34.424109,103.31,0.035,2
-119.836296,34.424109,102.42,0.104,2
-119.835984,34.424109,101.53,0.226,2
-119.835672,34.424109,100.07,0.272,2
-119.83536,34.424109,98.8,0.252,2
-119.835048,34.424109,97.35,0.525,2
-119.834736,34.424109,95.07,0.74,2
-119.834423,34.424109,93.68,0.585,2
-119.834111,34.424109,92.83,0.553,2
-119.833799,34.424109,93.54,0.579,2
-119.833487,34.424109,94.82,0.498,2
-119.833175,34.424109,95.91,0.304,2
-119.832863,34.424109,95.96,0.128,2
-119.832551,34.424109,95.06,0.068,2
-119.832238,34.424109,93.66,0.074,2
-119.831926,34.424109,91.05,0.011,2
-119.831614,34.424109,90.52,0.078,2
-119.831302,34.424109,91.99,0.251,2
-119.83099,34.424109,92.32,0.295,2
-119.830678,34.424109,92.47,0.285,2
-119.830366,34.424109,92.68,0.341,2
-119.830053,34.424109,92.65,0.494,2
